keyeng,keybn,corbang,blank
windsor,উইন্ডসর,,
joygun,জয়গুন,,
jahera,জাহেরা,,
electra,ইলেক্ট্রা,,
handlum,হ্যান্ডলুম,,
horirampur,হরিরামপুর,,
decane,ডিক্যান,,
electri,ইলেক্ট্রি,,
shijdar,সিজদার,,
european,ইউরোপিয়ান,,
voyager,ভয়েজার,,
fairly,ফেয়ারলি,,
tiffin,টিফিন,,
hosiery,হোসিয়ারি,,
styling,স্টাইলিং,,
australin,অস্ট্রেলিন,,
topu,তপু,,
refit,রিফিট,,
disney,দিসনি,,
jahed,জাহেদ,,
photographers,ফোটোগ্রাফারস,,
bananjoli,বানানজলি,,
saidd,সাঈদ,,
boiler,বয়লার,,
military,মিলিটারি,,
jaher,জাহের,,
sirajia,সিরাজিয়া,,
greenview,গ্রিনভিউ,,
jiboner,জীবনের,,
lokiat,লিয়াকত,liyakot,
aloghor,আলোঘর,,
gobinda,গোবিন্দ,,
lucas,লুকাস,,
huria,হুরিয়া,,
kholilluh,খলিললাহ,,
shafina,সাফিনা,,
leesun,লিসান,,
mentors,মেন্টর্স,,
gmeiner,জিমেইনার,,
artho,অর্থ,,
academic,একাডেমিক,,
academia,একাডেমিয়া,,
mabiya,মাবিয়া,,
pharmasector,ফার্মাসেক্টর,,
porijat,পরিজাত,,
bonna,বন্যা,,
shahe,শাহে,,
joynal,জয়নাল,,
corporate,কর্পোরেট,,
shomabai,সমবায়,somobay,
parbattya,পার্বত্য,,
balliya,বাল্লিয়া,,
mehediur,মেহেদিওর,,
bayezid,বায়েজিদ,,
bojra,বজরা,,
proba,প্রবা,,
nosimon,নসিমন,,
noyan,নয়ন,noyon,
ettihad,ইত্তিহাদ,,
harbs,হার্বস,,
suvescha,শুভেছা,suveccha,
falcon,ফেল্কন,,
kolpona,কল্পনা,,
sonarga,সোনারগাঁ,sonargaon,
shohrab,সোহরাব,,
mridul,মৃদুল,,
hai,হয়,,
haj,হাজ্,,
hal,হাল,,
tajkera,তাজকেরা,,
moreom,মরিয়ম,moriom,
bns,বিএনএস,,
bnr,বিএনআর,,
hac,এইচএসি,,
advancement,এডভান্সমেন্ট,,
easa,ঈসা,,
jagoroni,জাগরণী,,
brightway,ব্রাইটওয়ে,,
shumi,সুমি,,
haz,হজ,,
rittika,রিত্তিকা,,
collections,কলেকশন্স,,
projects,প্রজেক্টস,,
easy,আয়েশী,,
haq,হক,,
har,হাড়,,
east,পূর্ব,,
hat,হাত,,
bipasha,বিপাশা,,
alur,আলুর,,
beaury,বিউটি,beauty,
istak,ইস্তাক,,
surjomoki,সূর্যমুখী,surjomukhi,
shadon,স্বাদন,,
municipal,মিউনিসিপাল,,
osman,ওসমান,,
owshodhaloi,ঔষধালয়য়,,
kutirr,কুটির,kutir,
lubzone,লুবজোন,,
saokot,শওকত,showkot,
sanid,সানিদ,,
gka,জিকেএ,,
sipra,শিপ্রা,,
sefa,সেফ,,
sania,সানিয়া,,
sanim,সানিম,,
shadow,শ্যাডো,,
unique,ইউনিক,,
shainik,সৈনিক,,
epyllion,এপিলিয়ন,,
cetaring,ক্যাটারিং,catering,
desire,ডিসায়ার,,
jiko,জিকো,,
hujaifa,হুজাইফা,,
meuseum,মিউসিয়াম,,
alico,অলীকো,,
dewanbag,দেওয়ানবাগ,,
renuka,রেনুকা,,
potrika,পত্রিকা,,
hadayat,হেদায়াত,,
steps,স্টেপস,,
shofiqul,শফিকুল,,
sodob,শব্দ,sobdo,
zishad,জিসাদ,,
chorotnibash,চোরোটনিবাস,,
sihab,শিহাব,,
ajijil,আজিজিল,,
soptokunjo,সপ্তকুঞ্জ,,
jusco,জুসকো,,
amdad,এমদাদ,,
crystaline,ক্রিস্টালিন,,
right,রাইট,,
old,ওল্ড,,
people,পিপল,,
oli,অলি,,
creed,ক্রিড,,
chiora,চিওড়া,,
crown,ক্রাউন,,
postmaster,পোস্টমাস্টার,,
sikhha,শিক্ষা,,
shovom,শুভম,,
tajim,তাজিম,,
shovon,শোভন,,
kunjjo,কুঞ্জ,,
lithon,লিটন,liton,
karushilpo,কারুশিল্প,,
elma,এলমা,,
muntakim,মুন্তাকিম,,
sinepukur,শাইনপুকুর,,
formosa,ফার্মসা,,
depend,ডিপেন্ড,,
sanvi,সানভি,,
kanchi,কাঁচি,,
odit,অডিট,,
salima,সালিমা,,
outsine,আউটসাইন,,
gadget,গ্যাজেট,,
aula,আউলা,,
tailirs,টেইলারস,,
tanzimul,তানজিমুল,,
chaime,চাইমে,,
skipper,স্কিপার,,
yumburger,ইয়ামবার্গার,,
narisheba,নারিসেবা,,
chobi,ছবি,,
cambrian,ক্যামব্রিয়ান,,
kamrunnahar,কামরুন নাহার,,
tinahely,টিনাহেলী,,
sanvim,সানভিম,,
mahgujul,মহাগুজুল,,
bisshash,বিশ্বাস,,
rrrm,রররম,,
babla,বাবলা,,
aakash,আকাশ,,
jilkot,জিলকোট,,
chandra,চন্দ্রা,,
borosha,বর্ষা,,
mushkan,মুস্কান,,
chandro,চন্দ্র,,
madrashatil,মাদ্রাসাতুল ,madrasatul,
gazetted,গেজেটেড,,
pitraloy,পিত্রালয়,,
rubile,রুবিল,,
mumu,মুমু,,
iduljadia,ইদুলজাদিয়া ,,
wedges,ওয়েজেস,,
sonddo,ছন্দ,chondo,
madadi,মাদাদি,,
shishir,শিশির,,
osaka,ওসাকা,,
sharfaraz,সরফরাজ,,
rashu,রাশু,,
police,পুলিশ,,
juham,জুহাম,,
soyon,শয়ন,,
rashi,রাশি,,
persona,পারসনা,,
kajal,কাজল,,
motibor,মোতিবোৰ,,
yousuf,ইউসুফ,,
gfc,জিএফসি,,
operation,অপারেশন,,
soyod,সৈয়দ,Syed,
shundarn,সুন্দরবন,sundarban,
alaboks,আলাবক্স,,
bisaas,বিশ্বাস,,
bima,বীমা,,
angkur,অংকুর,,
shahansha,শাহানশা,,
condro,চন্দ্র,chondro,
invo,ইনভো,,
capm,সিএপিএম,,
rubaiya,রুবাইয়া,,
bikrompur,বিক্রমপুর,,
darling,ডার্লিং,,
shurovi,সুরভী,,
bihas,বিহাস,,
hafijur,হাফিজুর,,
highway,হাইওয়ে,,
shumaiya,সুমাইয়া,,
noboshikja,নবশিক্ষা,,
dinkal,দিনকাল,,
foam,ফোম,,
shanjoy,সঞ্জয়,,
prithibi,পৃথিবী,,
orpo,অর্প,,
shaheed,শহীদ,,
sromjibi,শ্রমজীবী,,
calcuta,ক্যালকাটা,,
ajmol,আজমল,,
samatha,সামাথা,,
dynastic,ডিনাসটীক,,
monirujjaman,মনিরুজ্জামান,,
medex,মেডিক্স,,
conditioning,কন্ডিশনিং,,
ajmot,আজমত,,
glenrock,গ্লেনরক,,
beltola,বেলতলা,,
matlob,মতলব,motlob,
texmart,টেক্সমার্ট,,
acore,একর,,
jahidul,জাহিদুল,,
hasimukh,হাসিমুখ,,
ummul,উম্মুল,,
rakiba,রাকিবা,,
busniss,বিজনেস,business,
loaf,লোফ,,
tazfia,তাজফিয়া,,
shurabi,সুরাবি,,
jonayet,জোনায়েত,,
paira,পায়রা,,
rahamatullah,রাহমাতুল্লাহ,,
bumper,বাম্পার,,
rafiqul,রফিকুল,,
castle,ক্যাসল,,
glamar,গ্ল্যামার,,
khariul,খাইরুল,khairul,
chotputi,চটপটি,,
major,মেজর,,
lukmoni,লুকমানি,,
dibendru,দিবেন্দ্রু,,
nijha,নিঝা,,
roshmi,রশ্মি,,
seetara,সীতারা,,
jalshiri,জলসিঁড়ি,,
gual,গুল,,
number,নম্বর,,
sokina,সকিনা,,
nosiba,নসিবা,,
mamun,মামুন,,
kobi,কবি,,
narcissus,নার্সিসাস,,
apalliyan,এপলিয়ান,,
avenida,এভেনিদা,,
glitter,গ্লিটার,,
lingkon,লিংকন,,
sayedur,সায়েদুর,,
heads,হেডস,,
guest,গেস্ট,,
dithi,দিথি,,
dft,ডিএফটি,,
rakhi,রাখি,,
senorita,সেনোরিটা,,
tata,টাটা,,
bikas,বিকাশ,,
hote,হতে,,
saint,সেইন্ট,,
ettadie,ইত্যাদি,,
potra,পত্র,potro,
jem,জেম,,
surobi,সুরবি,,
fakirbari,ফকিরবাড়ী,,
shebabroto,সেবাব্রত,,
relationship,রিলেশনশিপ,,
candro,কেন্দ্র,kendro,
kurikunjo,কুড়িকুঞ্জ,,
foyej,ফয়েজ,,
ulfath,উলফাত,,
longla,লংলা,,
obosh,অবশ,,
shomit,সমিতি,somiti,
consult,কনসাল্ট,,
shotodol,শতদল,,
cradet,ক্যাডেট,cadet,
jabib,জাবিব,,
jochona,জোছনা,,
grace,অনুগ্রহ,,
mostafiz,মোস্তাফিজ,,
vivienda,ভিভিয়েন্দা,,
aad,এড,,
grihoshaj,গৃহসাজ,,
pusaka,পুশাকা,,
aaa,এএএ,,
shopnill,স্বপ্নিল,,
dhakaiya,ঢাকাইয়া,,
hosaf,হোসাফ,,
aan,আন,,
tajmahal,তাজমহল,,
pankhuri,পাঙ্খুরি,,
qulthum,কুলথুম,,
condation,কন্ডিশন,,
wasifa,ওয়াসিফা,,
feku,ফেকু,,
ansarbagh,আনসারবাগ,,
sornally,স্বর্ণালি,,
proshikkhon,প্রশিক্ষণ,,
multipurpose,মাল্টিপারপাস,,
refrigerators,রেফ্রিজারেটর্স,,
goodwell,গুডওয়েল,,
nikhut,নিখুঁত,,
khawa,খাওয়া,,
fuyad,ফুয়াদ,,
meena,মীনা,,
faiad,ফাইয়াদ,,
bengamin,বেঞ্জামিন,,
rangguli,রংগুলি,,
nikolas,নিকোলাস,,
bhp,বিএইচপি,,
bhs,বিএইচএস,,
rosui,রসুই,,
tanneries,ট্যানারিজ,,
rosul,রসূল,,
digy,ডিজি,,
sell,সেল,,
miad,মিয়াদ,,
saokat,শওকত,,
sujona,সুজনা,,
seli,শেলী,,
addhokkho,অধ্যক্ষ,,
layla,লায়লা,,
rime,রিমি,,
thasin,তাহসিন,thasin,
miah,মিয়া,,
monirul,মনিরুল,,
fakruddin,ফকরুদ্দিন,,
internal,ইন্টারনাল,,
kamrul,কামরুল,,
kamrun,কামরুন,,
sharpe,শার্প,,
horjot,হর্যট,,
prodan,প্রদান,,
baruntek,বরুন্টেক,,
relief,রিলিফ,,
pother,পথের,,
play,প্লে,,
rowfon,রৌফোন,,
departmental,ডিপার্টমেন্টাল,,
ahasan,আহসান,,
samana,সামানা,,
skylab,স্কাইল্যাব,,
azmari,আজমেরী,,
shongshoy,সংশয়,,
shonib,শনিব,,
shormi,শর্মী,,
nasat,নস্যাৎ,,
mazenal,মাজিনাল,,
aiyan,আইয়ান,,
loan,লোন,,
wisdom,উইজডম,,
orchid,অর্কিড,,
aiyad,আইয়াদ,,
oyster,ওয়েস্টার,,
radisson,রেডিসন,,
raaj,রাজ,,
najmun,নাজমুন,,
munyea,মুনিয়া,,
matbar,মাতবর,,
puja,পূজা,,
nobomita,নবমিতা,,
cover,কভার,,
hamid,হামিদ,,
mojjadiya,মোজ্জাদিয়া,,
footware,ফুটওয়্যার,,
tps,টিপিএস,,
artistic,আর্টিস্টিক,,
depermental,ডিপার্মেন্টাল,,
torun,তরুণ,,
aviva,অভিভা,,
easmin,ইয়াসমিন,yasmin,
latof,লতিফ,,
aliya,আলিয়া,,
maksudur,মাকসুদুর,,
chunnu,চুন্নু,,
sanaya,সানায়া,,
gola,গলা,,
golf,গল্ফ,,
ettadi,ইত্যাদি,,
gold,গোল্ড,,
srijoni,সৃজনী,,
goli,গলি,,
utsob,উৎসব,,
boad,বোর্ড,board,
tipu,টিপু,,
naomi,নাওমি,,
jamiatus,জামিয়াতুল,,
laoreen,লাওরীন,,
capa,চাপা,,
gunjon,গুঞ্জন,,
aangina,আঙিনা,,
cunghua,চুংহুয়া,,
shahanaz,শাহানাজ,,
chiriyakhana,চিড়িয়াখানা,,
morum,মরুম,,
writer,রাইটার,,
ashfa,আশফা,,
shahanas,শাহানাজ,shahanaz,
tueni,টিউয়েনি,,
priyobash,প্রিয়বাস,,
wachek,ওয়াছেক,,
shahanaj,শাহানাজ,,
factor,ফ্যাক্টর,,
bokrishi,বকৃষি,,
sikkens,সিককেন্স,,
esho,এসো,,
shakor,সাঁকোর,,
digonte,দিগন্তে,,
magnum,ম্যাগনাম,,
zinat,জিনাত,,
chingri,চিংড়ি,,
neon,নিয়ন,,
ukil,উকিল,,
sunny,সানি,,
surer,সুরের,,
shrmin,শারমিন,sharmin,
shanu,শানু,,
mahanagari,মহানগরী,,
remedy,রেমেডি,,
sunna,সুন্না,,
compass,কম্পাস,,
cating,কাটিং,cutting,
sunni,সুন্নি,,
narel,নারেল,,
prabashi,প্রবাসী,,
bamer,বামের,,
kishti,কিস্তি,,
seloon,সেলুন,saloon,
khauik,খাউইক,,
moloya,মলয়া,,
sopnokunjo,স্বপ্নকুঞ্জ,,
motsho,মৎস,,
purbachal,পূর্বাচল,,
rfc,আরএফসি,,
hatiya,হাতিয়া,,
shiksha,শিক্ষা,,
shofiul,শফিউল,,
windsar,উইন্ডসর,,
plock,পলক,polok,
shaans,শানস,,
river,রিভার,,
rfl,আরএফএল,,
sholie,শৈলী,shoily,
emas,এমাস,,
set,সেট,,
priyantee,প্রিয়ন্তী,,
bandhan,বন্ধন,,
shikari,শিকারী,,
khodokar,খন্দকার,,
abirs,অবিরস,,
vhoyej,ভয়েজ,voice,
see,সি ,,
sotuta,সততা,sotota,
resmi,রেশমি,reshmi,
sea,সী,,
dalawar,দেলাওয়ার,,
sen,সেন,,
institutes,ইনস্টিটিউট,,
sel,সেল,,
emam,ইমাম,,
resma,রেশমা,Reshma,
eman,এমন,,
nahidol,নাহিদুল,,
adarshapara,আদর্শপাড়া,,
muten,মুতেন,,
oishy,ঐশী,,
ritz,রিজ,,
kneet,নীট,,
endura,এন্ডুরা,,
down,ডাউন,,
movie,মুভি,,
ritu,রিতু,,
monipur,মনিপুর,,
hatcheries,হেচারিস,,
lazuk,লাজুক,,
pickup,পিকুপ,,
oishi,ঐশী,,
jamirunnesa,জামিরুন্নেসা,,
tajizul,তাজিজুল,,
rita,রিতা,,
oishe,ঐশী,,
europe,ইউরোপ,,
restaurent,রেস্টুরেন্ট,,
europa,ইউরোপ,,
rafsan,রাফসান,,
chkwdhury,চৌধুরী,chowdhury,
arong,আড়ং,,
rupp,রুপা,,
banglalink,বাংলালিংক,,
medilab,মেডিলাব,,
piran,পিরান,,
interface,ইন্টারফেস,,
aoal,আউয়াল,,
mahela,মাহেলা,,
maynul,মাইনুল,,
sadai,সদাই,,
last,লাস্ট,,
iskra,ইস্ক্রা,,
opal,উপল,,
khadija,খাদিজা,,
sadaf,সাদাফ,,
arony,অরণ্য,,
tejturibazar,তেজতুরিবাজার,,
mayaboti,মায়াবতী,,
noon,নূন,,
kitchen,কিচেন,,
hasif,হাসিফ,,
cor,কর,,
hasib,হাসিব,,
elisium,এলিসিয়াম,,
hasin,হাসিন,hasina,
hasim,হাসিম,,
amsotita,আমসটিতে,,
brac,ব্র্যাক,,
howen,হবেন,hoben,
munira,মুনিরা,,
sorbot,শরবত,shorbot,
loskor,লস্কর,,
con,কন,,
emporium,এম্পোরিয়াম,,
bnp,বিএনপি,,
somaspur,সমাসপুর  ,,
tong,টং,,
toni,তিনি,tini,
publising,পাবলিসিং,publishing,
